field_name,level,level_support,raw_mean_loss,raw_median_loss,raw_loss_iqr,rare_level_flag,log1p_mean_loss,log1p_median_loss
cat101,D,17171,2812.9903057480637,1927.96,2400.7799999999997,False,7.942358792660605,7.564736276558021
cat101,C,16971,2778.2836379706555,1912.24,2361.41,False,7.9299484892951915,7.556553418967891
cat101,G,10944,3450.680946637427,2644.12,2773.3675000000003,False,8.146616622276365,7.880471711883313
cat101,F,10139,3560.151861130289,2723.55,2904.8550000000005,False,8.177839328010233,7.910058555845948
cat101,J,7259,4603.863789778206,3825.63,3365.9750000000004,False,8.434868369484999,8.249739799278007
cat101,I,6690,4590.935254110613,3804.7250000000004,3462.4775,False,8.432056838185412,8.244261790910365
cat101,M,3669,5540.2927664213685,4627.24,3879.7099999999996,False,8.619983103858738,8.43993194522308
cat101,L,3173,5321.419555625591,4558.45,3668.1299999999997,False,8.57968328263286,8.424957281198886
cat101,Q,2762,7057.4702643012315,6016.505,4842.449999999999,False,8.861983630564971,8.702428000566728
cat101,O,2493,6870.387172081829,5970.22,4620.24,False,8.835121282167433,8.694706540617865
cat101,S,173,8993.138439306358,8280.08,5316.499999999999,False,9.104328359618947,9.021728673656037
cat101,R,138,8564.376594202899,7287.925,5563.387500000001,False,9.055483378758677,8.894111351851981
cat101,E,7,4458.574285714286,3426.28,2567.7750000000005,True,8.402808588824744,8.139522222651395
cat101,B,3,1292.02,936.81,727.0149999999999,True,7.164735846556329,6.843547369853059
cat101,K,2,3240.165,3240.165,2211.215,True,8.083688112058564,8.083688112058564
cat101,H,1,1320.72,1320.72,0.0,True,7.186689197676208,7.186689197676208
cat101,N,1,2192.72,2192.72,0.0,True,7.693354011906994,7.693354011906994
cat101,U,1,15972.49,15972.49,0.0,True,9.678685752086478,9.678685752086478
cat102,A,177274,2975.5585590103456,2070.73,2586.0950000000003,False,7.998523066181321,7.636139286008125
cat102,B,5155,4018.6318874878757,3006.97,3490.89,False,8.298945607143605,8.00902071161574
cat102,C,4929,3914.580137959018,2978.93,3466.4000000000005,False,8.272718780833552,7.9996550892906715
cat102,E,482,4529.677510373444,3391.335,3810.5374999999995,False,8.41862676808282,8.129273753827622
cat102,D,449,4615.829376391982,3551.57,4013.7599999999998,False,8.437463466310144,8.175426564210623
cat102,G,15,8334.852666666668,6677.43,6913.250000000002,True,9.028321089492746,8.806638208966707
cat102,F,12,5688.412499999999,5351.88,7384.972500000001,True,8.64636227047149,8.585390012806036
cat102,H,1,18646.37,18646.37,0.0,True,9.833460396361124,9.833460396361124
cat102,J,1,17435.36,17435.36,0.0,True,9.766312960082509,9.766312960082509
cat103,A,123737,2814.648334855379,1947.07,2467.85,False,7.942947828391352,7.574594417848441
cat103,B,33342,3078.8902804270892,2064.615,2692.0150000000003,False,8.032649252095139,7.633183281878559
cat103,C,16508,3447.5018433486794,2477.8050000000003,2724.0024999999996,False,8.145695167407576,7.815531868190969
cat103,D,7806,4029.012131693569,3063.58,3041.2174999999997,False,8.301524665281997,8.027665807985601
cat103,E,4473,4349.91779342723,3379.92,3325.51,False,8.37814208882287,8.125903140789376
cat103,F,1528,5009.336590314136,4092.255,3539.2525,False,8.519258375517623,8.317095776042095
cat103,G,550,5712.691854545455,4566.67,4112.6925,False,8.650620653185591,8.42675850704503
cat103,H,190,5983.009473684211,4989.425,3924.34,False,8.696846102822214,8.515276355459457
cat103,I,109,7276.575963302753,6280.68,5231.67,False,8.892553113669424,8.745392739609807
cat103,J,45,7106.018888888889,6046.6,5574.280000000001,True,8.868838150609896,8.707416778106046
cat103,L,17,6675.83,5886.72,2882.62,True,8.806398602997575,8.680624104930143
cat103,K,11,6249.808181818182,6497.98,5924.845,True,8.740466043461657,8.779400520493091
cat103,N,2,2836.435,2836.435,2238.3949999999995,True,7.950655754038291,7.950655754038291
cat104,E,42925,2981.0809421083286,2076.6,2756.08,False,8.000376638520464,7.638968660348539
cat104,G,40660,3117.23777004427,2118.17,2729.65,False,8.04502330394065,7.658779781572268
cat104,D,27611,2970.460094889718,2191.84,2707.255,False,7.996808725434939,7.692952786339896
cat104,F,19228,3068.3329233409613,2111.2200000000003,2624.7799999999997,False,8.02921552815659,7.655494806067848
cat104,H,17187,2767.820460813405,1968.41,2353.805,False,7.926176682070414,7.585489284489446
cat104,K,14297,3173.2300167867384,2157.31,2541.13,False,8.062820367517542,7.6770807870303805
cat104,I,10919,3014.904157889917,2081.42,2490.98,False,8.011654950734961,7.6412859579369625
cat104,C,6949,2847.1126737660093,2108.58,2614.48,False,7.954411834167135,7.654244154523906
cat104,L,3486,3683.609644291452,2527.54,2956.7725,False,8.211919868019532,7.8353973400508306
cat104,J,3138,3330.961504142766,2199.005,2453.42,False,8.111316449841471,7.696214912071097
cat104,M,1156,4167.185519031142,2575.6099999999997,2987.69,False,8.335236092766818,7.854229860433492
cat104,O,409,3089.3257457212712,2413.27,2637.6800000000003,False,8.036031783662837,7.789152242958929
cat104,N,153,3861.0956209150327,2557.33,2816.87,False,8.25896522211101,7.847109980854843
cat104,P,86,3035.8196511627907,2503.9449999999997,2100.7275,True,8.018566079404547,7.8260220571901025
cat104,A,68,3527.34,2190.955,3168.3599999999997,True,8.168582784365297,7.692549118660099
cat104,B,43,3195.70976744186,2594.26,3030.8250000000007,True,8.069877362155557,7.861441983259265
cat104,Q,3,4747.946666666667,3333.34,3321.5499999999997,True,8.465678118051583,8.112030037715252
cat105,E,76493,2861.3099895415266,2075.47,2573.5600000000004,False,7.959384266459832,7.638424615579013
cat105,F,62892,3071.0210373338423,2141.87,2664.9075000000003,False,8.030090942334558,7.669901331011034
cat105,G,20613,3226.280348809004,2132.86,2793.4700000000003,False,8.079395064265139,7.665687825211036
cat105,D,12172,2612.9226298061126,1919.475,2138.8925,False,7.868607295355198,7.560327830257858
cat105,H,11258,3430.475048854148,2232.97,3137.55,False,8.140745491115537,7.711535550711763
cat105,I,2941,4356.198208092485,2793.65,4252.71,False,8.379584516956138,7.9354621541344725
cat105,J,694,5340.362507204611,3237.865,4512.1525,False,8.583236050570632,8.082978238771995
cat105,K,486,5147.148744855967,2902.585,5174.745,False,8.546392462015767,7.973701459396515
cat105,C,275,2794.335927272727,2099.17,2371.955,False,7.935707567015683,7.649773572816
cat105,M,171,6275.504035087719,3519.23,5465.244999999999,False,8.744568422146246,8.16628160736661
cat105,L,145,6631.49475862069,3805.29,6176.16,False,8.799736295754618,8.244410240434187
cat105,A,77,3015.3992207792207,1880.77,2382.02,True,8.011819088000392,7.539968102262571
cat105,N,64,7031.06546875,5558.05,6511.6925,True,8.858235749439705,8.623182509336477
cat105,P,15,22600.972,4069.65,13406.864999999998,True,10.025792438090907,8.311557970844834
cat105,O,9,6625.501111111112,4313.53,6428.51,True,8.79883220799764,8.36974367522121
cat105,B,5,1236.3380000000002,1201.95,94.82999999999993,True,7.120717576782593,7.092532152351156
cat105,Q,4,12335.162499999999,5433.785,13328.8275,True,9.420290268543846,8.600575240355191
cat105,R,2,15316.645,15316.645,12531.355000000003,True,9.636760710851725,9.636760710851725
cat105,S,1,3637.2,3637.2,0.0,True,8.199244332828115,8.199244332828115
cat105,T,1,51383.04,51383.04,0.0,True,10.847082897389763,10.847082897389763
cat106,G,47165,2928.131985582529,2046.08,2526.39,False,7.9824614074657925,7.624169666480428
cat106,H,37713,2912.657092249357,2051.82,2621.79,False,7.977164303869692,7.626969736604247
cat106,F,36143,3278.1418116924438,2201.74,2767.725,False,8.095337024367053,7.6974573189567135
cat106,I,21433,2815.5252535809263,2015.21,2560.42,False,7.943259224593498,7.608974790432955
cat106,J,18281,3010.036765494229,2221.7,2817.25,False,8.010039738800488,7.7064779520907205
cat106,E,13000,3538.7423969230767,2281.435,2902.4100000000003,False,8.171809234249242,7.73299813451708
cat106,K,7958,2785.64882005529,2165.16,2625.2875000000004,False,7.932595013103751,7.680711293715498
cat106,L,2971,2660.348882531134,1994.26,2364.79,False,7.886588371940566,7.598529646646829
cat106,D,1934,4462.236458117891,2741.5150000000003,3613.13,False,8.403629445102968,7.916630661596598
cat106,M,1176,2941.4861564625853,2191.84,2922.02,False,7.987010134437752,7.692952786339896
cat106,N,231,2591.4112987012986,2028.74,2328.01,False,7.86034372493833,7.615662985015307
cat106,C,129,6771.240542635659,3183.76,3346.56,False,8.820587262798758,8.066132211948856
cat106,A,75,3259.5108,2003.69,2515.4,True,8.089639149203174,7.603244714320441
cat106,O,66,2319.965909090909,1961.1100000000001,2287.7775,True,7.749738718140246,7.581775703793263
cat106,R,32,3546.8984375,2844.31,2778.42,True,8.17411071773791,7.953427303717531
cat106,B,9,3540.1299999999997,2211.29,1832.1099999999997,True,8.172201164231002,7.70178345712311
cat106,P,2,759.425,759.425,169.93500000000006,True,6.633877487506753,6.633877487506753
cat107,F,47310,3072.6211885436483,2098.4849999999997,2778.8475,False,8.030611685712437,7.649447355540497
cat107,G,28560,3149.791914565826,2233.975,2769.9125,False,8.055409101673098,7.711985321302782
cat107,H,23461,3124.0431528920335,2254.84,2744.97,False,8.04720337100061,7.721277688117051
cat107,J,22405,3084.531565721937,2103.27,2682.7799999999997,False,8.034479228051342,7.651723892620594
cat107,K,20236,2946.549609112473,2038.5549999999998,2549.8925,False,7.988729463181668,7.620486925787969
cat107,I,20066,2913.9882148908605,2059.32,2481.99,False,7.977621055857333,7.630616589525474
cat107,E,12521,2871.4291749860236,1971.56,2318.26,False,7.962913353191273,7.587087470508354
cat107,L,6976,3003.2061697247705,2150.3599999999997,2737.0,False,8.007768642261588,7.673855479280672
cat107,D,3225,2636.230164341085,1817.15,1976.63,False,7.877484465191737,7.505574779584631
cat107,M,2067,3074.337929366231,2318.36,2956.9899999999993,False,8.031170069931381,7.74904656453445
cat107,N,797,3053.982032622334,2275.71,2729.42,False,8.024528990286383,7.7304866973905515
cat107,C,213,2076.430704225352,1553.98,1402.74,False,7.638887170806442,7.349217962794287
cat107,Q,140,2985.1141428571427,2211.245,2924.6025,False,8.00172820337562,7.701763116002517
cat107,O,125,2950.61352,2471.53,3120.76,False,7.9901072557401935,7.812997196891407
cat107,P,100,3138.6722999999997,2389.165,3534.1825,False,8.051873710398771,7.77911768019947
cat107,A,75,3259.5108,2003.69,2515.4,True,8.089639149203174,7.603244714320441
cat107,U,32,3546.8984375,2844.31,2778.42,True,8.17411071773791,7.953427303717531
cat107,R,5,3063.068,3061.6,1065.0700000000002,True,8.027498723825705,8.027019507381107
cat107,B,2,19845.899999999998,19845.899999999998,17321.159999999996,True,9.895803102634696,9.895803102634696
cat107,S,2,5553.495,5553.495,61.70499999999993,True,8.622362788850339,8.622362788850339
cat108,B,65512,2835.619131914764,2041.21,2590.7025,False,7.950368175502065,7.6217878337895
cat108,K,42435,2928.250686225993,2041.16,2581.2250000000004,False,7.982501930815027,7.621763350209411
cat108,G,21421,3094.658479062602,2225.51,2454.4400000000005,False,8.037755918244684,7.7081906161058145
cat108,D,19160,3719.431096033403,2378.755,3364.8425,False,8.22159482658341,7.774752820190243
cat108,F,10242,2563.8212624487405,1869.525,2103.14,False,7.849644071921027,7.533974419109203
cat108,A,9299,2985.5236143671364,2189.2,2695.115,False,8.001865319178481,7.691748142841659
cat108,E,7968,3771.1030860943774,2416.935,3275.1124999999997,False,8.235387972673223,7.790669149092988
cat108,I,7243,2969.863907220765,2174.46,2778.85,False,7.996608067352095,7.684995415413901
cat108,H,4305,3878.6507781649243,2478.45,3437.37,False,8.263500422938973,7.815792040369947
cat108,C,520,2365.833115384615,1847.03,1677.095,False,7.769308102332431,7.521875485836097
cat108,J,213,4203.008544600939,2569.94,4156.27,False,8.343793764487863,7.852026869770702
cat109,BI,152918,3146.284931531932,2141.13,2775.78,False,8.054295433649651,7.669555940109118
cat109,AB,21933,2609.7275730634206,2048.22,2329.99,False,7.86738422509521,7.6252145119237245
cat109,BU,3142,2639.220868873329,2054.755,2081.8875,False,7.878617855092872,7.628398456050406
cat109,K,2999,2313.3989663221073,1816.35,2002.5400000000002,False,7.74690530703294,7.505134675052703
cat109,G,1353,2893.4349445676276,2305.31,2737.95,False,7.970545187732754,7.743404123710583
cat109,BQ,1067,2415.1294189315836,1974.42,2293.2699999999995,False,7.789922125058591,7.588536312954514
cat109,N,461,1833.5566594360087,1625.31,1462.6799999999998,False,7.514558128810899,7.39406892384251
cat109,M,446,3144.4973766816147,2145.915,3213.1575,False,8.053727305018834,7.671787206969315
cat109,BO,329,1855.6795744680849,1500.16,1460.5099999999998,False,7.526544996366263,7.313993421555486
cat109,BH,257,2315.3504280155644,1930.47,2061.46,False,7.747748134680388,7.566036650015742
cat109,D,214,2190.0498130841124,2008.75,1787.1725000000004,False,7.692136074656107,7.60576561520807
cat109,AR,208,2923.4834615384616,2549.95,3031.0175,False,7.9808731497255145,7.844221117792925
cat109,AT,200,3003.6402999999996,2673.63,2739.9899999999993,False,8.007913139305463,7.891566332006314
cat109,CL,178,4416.924494382023,2621.495,4489.0375,False,8.393425293381783,7.871881433690942
cat109,AS,159,2669.9440251572328,1898.61,2445.85,False,7.890187256378664,7.549403880927271
cat109,AL,151,2319.1014569536424,1922.66,1833.2650000000003,False,7.749366195149699,7.56198490043297
cat109,R,149,3356.6499999999996,2696.88,3534.6799999999994,False,8.118996603497733,7.900221558387893
cat109,CD,143,2009.5355244755247,1643.42,1421.8399999999997,False,7.606156395654255,7.405143017440639
cat109,F,124,2864.1808870967743,2566.8,2907.745000000001,False,7.960386764013306,7.850804780156984
cat109,BL,122,1997.1469672131147,1690.835,1723.2024999999999,False,7.599975513667024,7.433569017680509
cat109,CI,109,1809.510458715596,1525.92,1258.9600000000003,False,7.501364105889147,7.33100791353842
cat109,I,94,2149.9256382978724,2122.7250000000004,1486.9075,True,7.673653557911371,7.660926901286485
cat109,L,89,3689.716853932584,3018.58,4032.75,True,8.213575987525148,8.012873027849707
cat109,U,78,1876.6805128205126,1728.065,1388.23,True,7.537792524327152,7.455336078961617
cat109,AW,74,2063.627027027027,1867.425,1657.5024999999996,True,7.632704872630215,7.532851108970891
cat109,H,73,1991.8964383561645,1965.4,1605.5,True,7.59734435617135,7.58395973881177
cat109,CA,66,1931.6733333333334,1794.98,1345.6475000000003,True,7.566659470272874,7.49330611294268
cat109,Q,66,2270.1943939393936,1861.85,1938.86,True,7.728061136830334,7.529862852062151
cat109,BX,61,1518.3565573770493,1276.72,955.1800000000001,True,7.32604220670107,7.152832518601481
cat109,T,59,1964.4981355932202,1737.66,1237.8,True,7.583500996295309,7.4608699805751995
cat109,O,58,1796.270344827586,1608.8449999999998,1277.3250000000003,True,7.4940243177763115,7.383893180052012
cat109,AQ,57,1939.4750877192982,1640.39,1299.28,True,7.570688112653529,7.4032987228168725
cat109,AH,55,2108.246727272727,1805.13,1738.88,True,7.654086161437434,7.498941713667615
cat109,AX,54,1646.7096296296297,1410.35,864.7225000000002,True,7.407141499332058,7.252301972120884
cat109,A,52,2252.565192307692,1839.025,2220.445,True,7.720268771070009,7.517534437467251
cat109,AE,52,2882.0209615384615,2651.245,2670.545,True,7.96659396835025,7.883161730145786
cat109,AM,52,1605.5507692307692,1563.965,916.6425000000002,True,7.381844780441112,7.3556187385069185
cat109,AJ,50,1975.3736,1889.2649999999999,1742.4175000000005,True,7.589018929262466,7.544472309865166
cat109,X,49,2759.8004081632653,2284.83,2538.89,True,7.923275919626171,7.7344844758852025
cat109,BD,43,1965.152558139535,1878.0,1443.7599999999998,True,7.583833895936369,7.538494999413465
cat109,CC,43,2297.1853488372094,1823.98,2308.08,True,7.739875111743257,7.509324307052433
cat109,C,39,4059.7602564102563,3210.76,4485.83,True,8.30912549033916,8.074574352474242
cat109,BA,33,2848.4166666666665,2424.76,2682.6000000000004,True,7.954869573950648,7.7939001563332715
cat109,S,25,1862.5783999999999,1426.31,1640.84,True,7.530253789405414,7.263546832846729
cat109,Y,23,2950.83,3136.1,1534.7749999999996,True,7.990180595986225,8.051054085272654
cat109,AU,22,2677.7054545454544,2024.915,2000.3874999999998,True,7.893088917455103,7.613776729338184
cat109,BJ,22,2541.0,1626.795,2785.435,True,7.8407064517494,7.394981617257802
cat109,AI,18,1527.1244444444446,1525.75,1033.5500000000002,True,7.331796409109433,7.330896572103244
cat109,AN,17,1522.1523529411766,1528.08,686.7199999999998,True,7.328537382653133,7.3324215263392665
cat109,E,17,1877.1670588235295,2047.16,2141.27,True,7.538051611521963,7.624697108107799
cat109,BR,16,1622.345625,1269.065,1519.4,True,7.392244499248442,7.146823359245292
cat109,BK,15,1694.0266666666669,1543.67,970.4449999999999,True,7.4354537522375015,7.342565574284767
cat109,AA,14,2418.3342857142857,1872.33,1786.2275,True,7.791247692759121,7.5354728748586135
cat109,BB,14,3510.847142857143,3730.68,1596.0025000000005,True,8.16389742956439,8.224613813382033
cat109,BC,14,1793.9635714285712,1756.46,738.1275000000003,True,7.492740006247681,7.471624863824109
cat109,CK,13,972.9530769230769,836.85,467.43999999999994,True,6.8813631268383935,6.730839086846733
cat109,CF,12,2625.8641666666667,2274.0950000000003,2478.6800000000003,True,7.873546081712492,7.729777088754958
cat109,V,11,1566.5454545454545,1277.43,950.3899999999999,True,7.357266270201761,7.15338804157021
cat109,AY,9,2495.366666666667,2216.07,1345.79,True,7.82259162040972,7.703941783317226
cat109,BS,9,1719.5933333333332,2038.62,1237.8199999999997,True,7.45042447156236,7.620518794977206
cat109,AF,8,1452.7275,1456.64,1196.6374999999998,True,7.281886226498999,7.28457396850018
cat109,CE,8,1643.81625,1486.1,458.5825,True,7.405383954832666,7.304583193694638
cat109,CG,8,2676.67625,2525.275,828.3049999999998,True,7.892704626485978,7.834501164759909
cat109,CJ,8,1564.05375,1126.24,968.03,True,7.355675447432399,7.027527446115249
cat109,P,8,1639.2475,1435.4099999999999,1887.9050000000002,True,7.402602424065923,7.269902224176761
cat109,AP,7,1084.1585714285713,1132.76,476.105,True,6.989481404077961,7.033294821677107
cat109,AV,6,1959.705,1841.975,1467.3875000000003,True,7.581059381427779,7.519136392737885
cat109,CH,6,1679.6066666666666,1268.3,1066.9375000000002,True,7.426910118323491,7.146220846394131
cat109,BE,5,1700.2900000000002,1614.7,408.07000000000016,True,7.4391420658127085,7.387523578282785
cat109,BG,3,3268.263333333334,3885.06,1096.0549999999998,True,8.092319958185676,8.265151069859362
cat109,BY,3,1470.3,1288.31,453.91499999999996,True,7.293901642703902,7.1618624705334595
cat109,AO,2,866.18,866.18,394.41999999999985,True,6.765246567688806,6.765246567688806
cat109,BM,2,1868.235,1868.235,613.1749999999997,True,7.533284535239027,7.533284535239027
cat109,BN,2,1680.49,1680.49,383.6100000000001,True,7.427435584091573,7.427435584091573
cat109,BT,2,1211.505,1211.505,361.5350000000001,True,7.100443746514476,7.100443746514476
cat109,BV,2,1727.245,1727.245,893.2049999999999,True,7.454861721721232,7.454861721721232
cat109,AG,1,1150.72,1150.72,0.0,True,7.049011756157492,7.049011756157492
cat109,AK,1,544.06,544.06,0.0,True,6.300895880346712,6.300895880346712
cat109,B,1,759.84,759.84,0.0,True,6.634423086084641,6.634423086084641
cat109,BF,1,2887.44,2887.44,0.0,True,7.968471842978575,7.968471842978575
cat109,BP,1,1624.06,1624.06,0.0,True,7.393300017159121,7.393300017159121
cat109,CB,1,2860.23,2860.23,0.0,True,7.959006881290403,7.959006881290403
cat109,J,1,2143.75,2143.75,0.0,True,7.670778274453075,7.670778274453075
cat109,ZZ,1,796.91,796.91,0.0,True,6.681995809134559,6.681995809134559
cat11,A,168186,2810.9213719929126,1969.1350000000002,2389.0175,False,7.94162329094393,7.585857347302886
cat11,B,20132,4928.856368964832,3953.77,4052.4399999999996,False,8.503065132528118,8.282677724275585
cat110,CL,25305,3523.7305382335503,2285.55,3047.0899999999997,False,8.167559269270138,7.734799410342073
cat110,EG,24654,3047.407985316784,2159.245,2686.705,False,8.022374761299352,7.677976920171902
cat110,CS,24592,3024.8991513500328,2056.51,2660.3725000000004,False,8.014963566413563,7.629251792806729
cat110,EB,21396,2912.5478514675638,2130.495,2614.595,False,7.977126810497531,7.664578890436621
cat110,CO,17495,3117.470019434124,2149.32,2807.795,False,8.045097782142227,7.673371947255852
cat110,BT,16365,3180.054736327528,2149.62,2884.56,False,8.064968098871622,7.673511451643492
cat110,EL,9236,2676.473775443915,1959.49,2263.395,False,7.892629007855232,7.5809497209797705
cat110,BC,4131,2554.9644904381507,1939.76,1983.365,False,7.846184922771091,7.570834927919687
cat110,DW,3640,2709.7820384615384,2073.17,2275.8325000000004,False,7.904992447322026,7.637316352643459
cat110,CQ,3271,3053.205074900642,1991.56,2694.71,False,8.024274633131427,7.597175523134448
cat110,DX,3096,2909.06940245478,2083.3900000000003,2620.795,False,7.975932209521958,7.642231525479894
cat110,AI,2965,2786.2811568296797,2130.15,2657.25,False,7.932821903925747,7.664417019109896
cat110,BP,2867,2877.9677886292293,2051.7,2372.7349999999997,False,7.965187102160988,7.626911278723133
cat110,W,2703,2970.150318165002,2136.2,2618.1450000000004,False,7.996704469324084,7.667251840083616
cat110,C,2681,2425.9131219694145,1973.47,2117.9300000000003,False,7.79437540861676,7.58805528689135
cat110,AC,2611,3669.9497165836847,2567.85,3412.8899999999994,False,8.208205685931949,7.851213606927203
cat110,CM,1925,2747.197496103896,2056.02,2477.1,False,7.918700519793226,7.629013612503114
cat110,BS,1920,2859.8451770833335,2103.46,2580.8975,False,7.958872376620213,7.6518141811399945
cat110,DK,1745,2938.1723094555873,2020.68,2659.1400000000003,False,7.985883293300392,7.611684127906759
cat110,V,1692,2626.0157092198583,2012.0,2614.6875,False,7.873603769576247,7.607381425639791
cat110,A,1296,2946.2364583333333,2212.3199999999997,2605.6025,False,7.988623216483026,7.70224892968784
cat110,EE,1185,3509.414194092827,2275.86,3157.16,False,8.163489313513036,7.730552579764185
cat110,EF,1159,3285.088723037101,2262.15,2873.2700000000004,False,8.097453298548324,7.724512927131082
cat110,CI,1066,3566.819324577861,2313.1949999999997,3130.0374999999995,False,8.179709854687347,7.746817173866055
cat110,DM,796,3077.0165452261303,1948.185,2990.7225000000003,False,8.032040689701509,7.575166615474934
cat110,CR,767,2842.394185136897,1999.57,2500.5,False,7.952753753160784,7.601187418937297
cat110,AM,643,2429.6731570762054,1750.99,1635.46,False,7.795923517344736,7.46850756371749
cat110,AD,626,2060.47214057508,1729.475,1533.2575000000004,False,7.63117563790336,7.456151216279337
cat110,AP,576,2668.304322916667,2249.6800000000003,2520.4300000000003,False,7.889573164229677,7.718987671760752
cat110,T,529,2329.314933837429,1991.78,2033.4299999999998,False,7.75375870216291,7.59728592776754
cat110,DL,395,2670.2985316455693,1817.66,2360.545,False,7.890319974608915,7.50585524515932
cat110,U,343,2235.0475510204083,1837.22,1986.505,False,7.712465100158175,7.51655299107372
cat110,AK,336,2764.5647321428573,1880.52,2525.6224999999995,False,7.925000136191296,7.539835239793631
cat110,CH,296,2492.004358108108,2076.0249999999996,2437.3975,False,7.82124383166006,7.6386918603949105
cat110,I,236,2810.34,2254.285,2917.7,False,7.941416516989627,7.721031629760078
cat110,DJ,233,2672.629184549356,2314.5,2305.71,False,7.891192073606416,7.747380925920806
cat110,N,222,1538.2295045045046,1368.275,1070.065,False,7.339037248454663,7.222036681667683
cat110,CG,206,1916.5368446601942,1712.96,1433.9700000000003,False,7.558796748003453,7.4465617616625375
cat110,AY,202,2869.350297029703,2192.075,2142.8,False,7.9621893560197785,7.693059947559493
cat110,EA,181,3123.9773480662984,2224.66,3114.6099999999997,False,8.047182313525447,7.707808779828077
cat110,EM,176,4427.839375,2621.495,4455.8724999999995,False,8.395892836613934,7.871881433690942
cat110,E,175,2485.3404571428573,2089.18,2045.4199999999998,False,7.81856721246978,7.645005465652277
cat110,CJ,153,3206.171633986928,2020.4,2940.15,False,8.073144716810177,7.611545619640562
cat110,BG,146,1803.6042465753426,1608.135,1496.9775,False,7.498096592752435,7.383452046518089
cat110,DU,138,2597.97847826087,2064.2799999999997,1592.4275,False,7.862873753830317,7.633021089423543
cat110,AL,121,1984.5146280991735,1848.45,1320.1599999999999,False,7.593633418007865,7.522643576573471
cat110,DH,120,3196.9566666666665,2498.3100000000004,3125.3675000000007,False,8.070267343166595,7.823769972761283
cat110,O,104,1370.5470192307694,1229.88,961.8575000000001,False,7.223694592860199,7.115484639710624
cat110,AR,90,2671.805,1694.355,3059.4075000000003,True,7.890883761738193,7.435647437413178
cat110,CV,72,1747.350138888889,1656.31,1266.5325000000003,True,7.466427844445292,7.412951085021872
cat110,CN,70,4063.7395714285717,2534.2799999999997,4129.635,True,8.31010495386036,7.838059363574644
cat110,X,66,3258.7730303030303,2625.0600000000004,2757.1825,True,8.089412849330555,7.87323990304041
cat110,DI,62,1492.8798387096774,1227.3000000000002,1167.58,True,7.3091319332143,7.113386378545049
cat110,BA,61,3224.240491803279,2446.4,3559.46,True,8.078762797551379,7.802781515551568
cat110,AB,56,2358.5812499999997,1823.455,2311.87,True,7.76623944583527,7.509036591280747
cat110,BR,52,1523.6153846153845,1336.475,937.5775,True,7.329497450422442,7.198538787006687
cat110,D,52,2034.9055769230768,1804.365,1247.0475,True,7.61869599983814,7.498518066390551
cat110,AW,48,2236.6725,1755.98,1525.5649999999998,True,7.713191542149413,7.4713517050830385
cat110,AT,39,2536.108205128205,2246.12,1873.3250000000003,True,7.83878020950892,7.717404675298743
cat110,CT,39,1999.0771794871794,1668.2,1382.7000000000003,True,7.600941048541107,7.420099748717398
cat110,AU,38,3333.886315789474,1838.4099999999999,3911.0150000000003,True,8.112193869549658,7.517200147009218
cat110,BO,38,1585.6105263157895,1524.3899999999999,1565.48,True,7.369355275357296,7.330005394051117
cat110,CF,35,2096.978285714286,1849.41,1642.185,True,7.64872943890949,7.523162515139548
