field_name,level,level_support,denominator,support_share,rare_level_threshold
cat116,IX,1,188318,5.310166845442284e-06,100
cat116,J,1,188318,5.310166845442284e-06,100
cat116,JA,1,188318,5.310166845442284e-06,100
cat116,JD,1,188318,5.310166845442284e-06,100
cat116,JI,1,188318,5.310166845442284e-06,100
cat116,JK,1,188318,5.310166845442284e-06,100
cat116,JN,1,188318,5.310166845442284e-06,100
cat116,JO,1,188318,5.310166845442284e-06,100
cat116,JT,1,188318,5.310166845442284e-06,100
cat116,KH,1,188318,5.310166845442284e-06,100
cat116,KS,1,188318,5.310166845442284e-06,100
cat116,MB,1,188318,5.310166845442284e-06,100
cat116,MF,1,188318,5.310166845442284e-06,100
cat116,MH,1,188318,5.310166845442284e-06,100
cat116,MS,1,188318,5.310166845442284e-06,100
cat116,MT,1,188318,5.310166845442284e-06,100
cat116,V,1,188318,5.310166845442284e-06,100
cat75,C,1,188318,5.310166845442284e-06,100
cat89,G,1,188318,5.310166845442284e-06,100
cat89,H,1,188318,5.310166845442284e-06,100
cat92,F,1,188318,5.310166845442284e-06,100
cat101,K,2,188318,1.0620333690884567e-05,100
cat103,N,2,188318,1.0620333690884567e-05,100
cat105,R,2,188318,1.0620333690884567e-05,100
cat106,P,2,188318,1.0620333690884567e-05,100
cat107,B,2,188318,1.0620333690884567e-05,100
cat107,S,2,188318,1.0620333690884567e-05,100
cat109,AO,2,188318,1.0620333690884567e-05,100
cat109,BM,2,188318,1.0620333690884567e-05,100
cat109,BN,2,188318,1.0620333690884567e-05,100
cat109,BT,2,188318,1.0620333690884567e-05,100
cat109,BV,2,188318,1.0620333690884567e-05,100
cat110,BN,2,188318,1.0620333690884567e-05,100
cat110,BV,2,188318,1.0620333690884567e-05,100
cat110,CU,2,188318,1.0620333690884567e-05,100
cat110,DN,2,188318,1.0620333690884567e-05,100
cat110,EI,2,188318,1.0620333690884567e-05,100
cat110,EJ,2,188318,1.0620333690884567e-05,100
cat111,Y,2,188318,1.0620333690884567e-05,100
cat113,T,2,188318,1.0620333690884567e-05,100
cat115,B,2,188318,1.0620333690884567e-05,100
cat116,AB,2,188318,1.0620333690884567e-05,100
cat116,AU,2,188318,1.0620333690884567e-05,100
cat116,AY,2,188318,1.0620333690884567e-05,100
cat116,BM,2,188318,1.0620333690884567e-05,100
cat116,CC,2,188318,1.0620333690884567e-05,100
cat116,CJ,2,188318,1.0620333690884567e-05,100
cat116,D,2,188318,1.0620333690884567e-05,100
cat116,FJ,2,188318,1.0620333690884567e-05,100
cat116,FK,2,188318,1.0620333690884567e-05,100
cat116,MV,2,188318,1.0620333690884567e-05,100
cat116,P,2,188318,1.0620333690884567e-05,100
cat116,Q,2,188318,1.0620333690884567e-05,100
cat116,S,2,188318,1.0620333690884567e-05,100
cat116,T,2,188318,1.0620333690884567e-05,100
cat116,W,2,188318,1.0620333690884567e-05,100
cat116,X,2,188318,1.0620333690884567e-05,100
cat89,I,2,188318,1.0620333690884567e-05,100
cat90,G,2,188318,1.0620333690884567e-05,100
cat101,B,3,188318,1.5930500536326852e-05,100
cat104,Q,3,188318,1.5930500536326852e-05,100
cat109,BG,3,188318,1.5930500536326852e-05,100
cat109,BY,3,188318,1.5930500536326852e-05,100
cat110,AF,3,188318,1.5930500536326852e-05,100
cat110,AN,3,188318,1.5930500536326852e-05,100
cat110,DD,3,188318,1.5930500536326852e-05,100
cat110,DT,3,188318,1.5930500536326852e-05,100
cat110,Q,3,188318,1.5930500536326852e-05,100
cat111,D,3,188318,1.5930500536326852e-05,100
cat111,F,3,188318,1.5930500536326852e-05,100
cat113,AL,3,188318,1.5930500536326852e-05,100
cat113,BE,3,188318,1.5930500536326852e-05,100
cat113,BL,3,188318,1.5930500536326852e-05,100
cat116,AV,3,188318,1.5930500536326852e-05,100
cat116,BT,3,188318,1.5930500536326852e-05,100
cat116,CY,3,188318,1.5930500536326852e-05,100
cat116,DV,3,188318,1.5930500536326852e-05,100
cat116,EU,3,188318,1.5930500536326852e-05,100
cat116,FL,3,188318,1.5930500536326852e-05,100
cat116,GQ,3,188318,1.5930500536326852e-05,100
cat116,HE,3,188318,1.5930500536326852e-05,100
cat116,I,3,188318,1.5930500536326852e-05,100
cat116,IA,3,188318,1.5930500536326852e-05,100
cat116,IJ,3,188318,1.5930500536326852e-05,100
cat116,JV,3,188318,1.5930500536326852e-05,100
cat116,KF,3,188318,1.5930500536326852e-05,100
cat116,KV,3,188318,1.5930500536326852e-05,100
cat116,LU,3,188318,1.5930500536326852e-05,100
cat116,M,3,188318,1.5930500536326852e-05,100
cat116,O,3,188318,1.5930500536326852e-05,100
cat99,O,3,188318,1.5930500536326852e-05,100
cat105,Q,4,188318,2.1240667381769135e-05,100
cat110,AH,4,188318,2.1240667381769135e-05,100
cat110,BU,4,188318,2.1240667381769135e-05,100
cat110,DB,4,188318,2.1240667381769135e-05,100
cat110,EK,4,188318,2.1240667381769135e-05,100
cat114,S,4,188318,2.1240667381769135e-05,100
cat115,D,4,188318,2.1240667381769135e-05,100
cat116,AA,4,188318,2.1240667381769135e-05,100
cat116,JH,4,188318,2.1240667381769135e-05,100
cat116,JP,4,188318,2.1240667381769135e-05,100
cat116,KG,4,188318,2.1240667381769135e-05,100
cat116,R,4,188318,2.1240667381769135e-05,100
cat90,F,4,188318,2.1240667381769135e-05,100
cat105,B,5,188318,2.6550834227211417e-05,100
cat107,R,5,188318,2.6550834227211417e-05,100
cat109,BE,5,188318,2.6550834227211417e-05,100
cat114,D,5,188318,2.6550834227211417e-05,100
cat115,X,5,188318,2.6550834227211417e-05,100
cat116,CL,5,188318,2.6550834227211417e-05,100
cat116,GD,5,188318,2.6550834227211417e-05,100
cat116,JB,5,188318,2.6550834227211417e-05,100
cat89,E,5,188318,2.6550834227211417e-05,100
cat109,AV,6,188318,3.1861001072653704e-05,100
cat109,CH,6,188318,3.1861001072653704e-05,100
cat110,BB,6,188318,3.1861001072653704e-05,100
cat110,CX,6,188318,3.1861001072653704e-05,100
cat113,AP,6,188318,3.1861001072653704e-05,100
cat114,B,6,188318,3.1861001072653704e-05,100
cat115,W,6,188318,3.1861001072653704e-05,100
cat116,AG,6,188318,3.1861001072653704e-05,100
cat116,AK,6,188318,3.1861001072653704e-05,100
cat116,AL,6,188318,3.1861001072653704e-05,100
cat116,EW,6,188318,3.1861001072653704e-05,100
cat116,F,6,188318,3.1861001072653704e-05,100
cat116,JG,6,188318,3.1861001072653704e-05,100
cat116,JJ,6,188318,3.1861001072653704e-05,100
cat116,JY,6,188318,3.1861001072653704e-05,100
cat116,LE,6,188318,3.1861001072653704e-05,100
cat116,LG,6,188318,3.1861001072653704e-05,100
cat90,E,6,188318,3.1861001072653704e-05,100
cat101,E,7,188318,3.7171167918095986e-05,100
cat109,AP,7,188318,3.7171167918095986e-05,100
cat110,AG,7,188318,3.7171167918095986e-05,100
cat111,B,7,188318,3.7171167918095986e-05,100
cat113,E,7,188318,3.7171167918095986e-05,100
cat116,BQ,7,188318,3.7171167918095986e-05,100
cat116,DE,7,188318,3.7171167918095986e-05,100
cat116,DO,7,188318,3.7171167918095986e-05,100
cat116,FV,7,188318,3.7171167918095986e-05,100
cat88,B,7,188318,3.7171167918095986e-05,100
cat109,AF,8,188318,4.248133476353827e-05,100
cat109,CE,8,188318,4.248133476353827e-05,100
cat109,CG,8,188318,4.248133476353827e-05,100
cat109,CJ,8,188318,4.248133476353827e-05,100
cat109,P,8,188318,4.248133476353827e-05,100
cat110,BY,8,188318,4.248133476353827e-05,100
cat110,CD,8,188318,4.248133476353827e-05,100
cat110,CW,8,188318,4.248133476353827e-05,100
cat110,ED,8,188318,4.248133476353827e-05,100
cat110,H,8,188318,4.248133476353827e-05,100
cat116,BU,8,188318,4.248133476353827e-05,100
cat116,DR,8,188318,4.248133476353827e-05,100
cat105,O,9,188318,4.779150160898055e-05,100
cat106,B,9,188318,4.779150160898055e-05,100
cat109,AY,9,188318,4.779150160898055e-05,100
cat109,BS,9,188318,4.779150160898055e-05,100
cat110,AV,9,188318,4.779150160898055e-05,100
cat116,HT,9,188318,4.779150160898055e-05,100
cat116,L,9,188318,4.779150160898055e-05,100
cat110,CC,10,188318,5.3101668454422835e-05,100
cat110,CY,10,188318,5.3101668454422835e-05,100
cat113,O,10,188318,5.3101668454422835e-05,100
cat116,BA,10,188318,5.3101668454422835e-05,100
cat116,BK,10,188318,5.3101668454422835e-05,100
cat116,GG,10,188318,5.3101668454422835e-05,100
cat116,GY,10,188318,5.3101668454422835e-05,100
cat116,IL,10,188318,5.3101668454422835e-05,100
cat116,JQ,10,188318,5.3101668454422835e-05,100
cat116,MN,10,188318,5.3101668454422835e-05,100
cat116,Y,10,188318,5.3101668454422835e-05,100
cat103,K,11,188318,5.8411835299865124e-05,100
cat109,V,11,188318,5.8411835299865124e-05,100
cat110,L,11,188318,5.8411835299865124e-05,100
cat110,Y,11,188318,5.8411835299865124e-05,100
cat113,U,11,188318,5.8411835299865124e-05,100
cat115,E,11,188318,5.8411835299865124e-05,100
cat116,AX,11,188318,5.8411835299865124e-05,100
cat116,EJ,11,188318,5.8411835299865124e-05,100
cat116,MM,11,188318,5.8411835299865124e-05,100
cat92,D,11,188318,5.8411835299865124e-05,100
cat102,F,12,188318,6.372200214530741e-05,100
cat109,CF,12,188318,6.372200214530741e-05,100
cat110,B,12,188318,6.372200214530741e-05,100
cat110,DO,12,188318,6.372200214530741e-05,100
cat116,II,12,188318,6.372200214530741e-05,100
cat96,I,12,188318,6.372200214530741e-05,100
cat109,CK,13,188318,6.903216899074968e-05,100
cat110,DP,13,188318,6.903216899074968e-05,100
cat116,ML,13,188318,6.903216899074968e-05,100
cat109,AA,14,188318,7.434233583619197e-05,100
cat109,BB,14,188318,7.434233583619197e-05,100
cat109,BC,14,188318,7.434233583619197e-05,100
cat110,AJ,14,188318,7.434233583619197e-05,100
cat110,DE,14,188318,7.434233583619197e-05,100
cat110,DY,14,188318,7.434233583619197e-05,100
cat116,B,14,188318,7.434233583619197e-05,100
cat116,BW,14,188318,7.434233583619197e-05,100
cat116,U,14,188318,7.434233583619197e-05,100
cat102,G,15,188318,7.965250268163426e-05,100
cat105,P,15,188318,7.965250268163426e-05,100
cat109,BK,15,188318,7.965250268163426e-05,100
cat110,BE,15,188318,7.965250268163426e-05,100
cat110,DG,15,188318,7.965250268163426e-05,100
cat110,P,15,188318,7.965250268163426e-05,100
cat113,V,15,188318,7.965250268163426e-05,100
cat116,FW,15,188318,7.965250268163426e-05,100
cat109,BR,16,188318,8.496266952707654e-05,100
cat110,AE,16,188318,8.496266952707654e-05,100
cat111,U,16,188318,8.496266952707654e-05,100
cat111,W,16,188318,8.496266952707654e-05,100
cat116,CE,16,188318,8.496266952707654e-05,100
cat116,JF,16,188318,8.496266952707654e-05,100
cat116,KK,16,188318,8.496266952707654e-05,100
cat103,L,17,188318,9.027283637251883e-05,100
cat109,AN,17,188318,9.027283637251883e-05,100
cat109,E,17,188318,9.027283637251883e-05,100
cat110,DQ,17,188318,9.027283637251883e-05,100
cat110,DS,17,188318,9.027283637251883e-05,100
cat113,AQ,17,188318,9.027283637251883e-05,100
cat116,CX,17,188318,9.027283637251883e-05,100
cat116,FU,17,188318,9.027283637251883e-05,100
cat116,JE,17,188318,9.027283637251883e-05,100
cat116,KY,17,188318,9.027283637251883e-05,100
cat116,LA,17,188318,9.027283637251883e-05,100
cat109,AI,18,188318,9.55830032179611e-05,100
cat110,BL,18,188318,9.55830032179611e-05,100
cat113,AB,18,188318,9.55830032179611e-05,100
cat113,G,18,188318,9.55830032179611e-05,100
cat116,GH,18,188318,9.55830032179611e-05,100
cat116,HD,18,188318,9.55830032179611e-05,100
cat116,KM,18,188318,9.55830032179611e-05,100
cat116,LK,18,188318,9.55830032179611e-05,100
cat110,BF,19,188318,0.0001008931700634034,100
cat110,BQ,19,188318,0.0001008931700634034,100
cat116,BS,19,188318,0.0001008931700634034,100
cat116,H,19,188318,0.0001008931700634034,100
cat116,MR,19,188318,0.0001008931700634034,100
cat99,G,19,188318,0.0001008931700634034,100
cat110,AA,20,188318,0.00010620333690884567,100
cat110,DF,20,188318,0.00010620333690884567,100
cat110,K,20,188318,0.00010620333690884567,100
cat110,R,20,188318,0.00010620333690884567,100
cat116,AW,20,188318,0.00010620333690884567,100
cat116,CV,20,188318,0.00010620333690884567,100
cat94,G,20,188318,0.00010620333690884567,100
cat110,AX,21,188318,0.00011151350375428796,100
cat110,BW,21,188318,0.00011151350375428796,100
cat116,CA,21,188318,0.00011151350375428796,100
cat116,GP,21,188318,0.00011151350375428796,100
cat109,AU,22,188318,0.00011682367059973025,100
cat109,BJ,22,188318,0.00011682367059973025,100
cat110,DA,22,188318,0.00011682367059973025,100
cat110,J,22,188318,0.00011682367059973025,100
cat116,JC,22,188318,0.00011682367059973025,100
cat109,Y,23,188318,0.00012213383744517253,100
cat70,B,23,188318,0.00012213383744517253,100
cat116,GF,24,188318,0.00012744400429061481,100
cat116,MW,24,188318,0.00012744400429061481,100
cat96,C,24,188318,0.00012744400429061481,100
cat109,S,25,188318,0.0001327541711360571,100
cat116,IP,25,188318,0.0001327541711360571,100
cat100,E,26,188318,0.00013806433798149937,100
cat110,BJ,26,188318,0.00013806433798149937,100
cat110,CK,26,188318,0.00013806433798149937,100
cat110,DR,26,188318,0.00013806433798149937,100
cat115,U,26,188318,0.00013806433798149937,100
cat116,JM,26,188318,0.00013806433798149937,100
cat73,C,26,188318,0.00013806433798149937,100
cat74,C,26,188318,0.00013806433798149937,100
cat91,H,26,188318,0.00013806433798149937,100
cat92,I,26,188318,0.00013806433798149937,100
cat110,AO,27,188318,0.00014337450482694166,100
cat110,CP,27,188318,0.00014337450482694166,100
cat116,DG,27,188318,0.00014337450482694166,100
cat116,GO,28,188318,0.00014868467167238395,100
cat116,MK,28,188318,0.00014868467167238395,100
cat110,DC,29,188318,0.00015399483851782624,100
cat116,LH,29,188318,0.00015399483851782624,100
cat112,AQ,30,188318,0.00015930500536326853,100
cat110,BX,31,188318,0.0001646151722087108,100
cat106,R,32,188318,0.00016992533905415308,100
cat107,U,32,188318,0.00016992533905415308,100
cat113,BI,32,188318,0.00016992533905415308,100
cat116,AF,32,188318,0.00016992533905415308,100
cat116,KE,32,188318,0.00016992533905415308,100
cat109,BA,33,188318,0.00017523550589959537,100
cat114,V,33,188318,0.00017523550589959537,100
cat116,CQ,33,188318,0.00017523550589959537,100
cat116,DM,33,188318,0.00017523550589959537,100
cat116,MO,33,188318,0.00017523550589959537,100
cat89,D,33,188318,0.00017523550589959537,100
cat110,G,34,188318,0.00018054567274503766,100
cat116,FF,34,188318,0.00018054567274503766,100
cat15,B,34,188318,0.00018054567274503766,100
cat97,B,34,188318,0.00018054567274503766,100
cat110,CF,35,188318,0.00018585583959047995,100
cat116,AJ,35,188318,0.00018585583959047995,100
cat116,CH,35,188318,0.00018585583959047995,100
cat116,HF,35,188318,0.00018585583959047995,100
cat96,A,35,188318,0.00018585583959047995,100
cat116,HI,37,188318,0.0001964761732813645,100
cat110,AU,38,188318,0.0002017863401268068,100
cat110,BO,38,188318,0.0002017863401268068,100
cat111,S,38,188318,0.0002017863401268068,100
cat99,I,38,188318,0.0002017863401268068,100
cat109,C,39,188318,0.00020709650697224908,100
cat110,AT,39,188318,0.00020709650697224908,100
cat110,CT,39,188318,0.00020709650697224908,100
cat116,EB,39,188318,0.00020709650697224908,100
cat116,MQ,39,188318,0.00020709650697224908,100
cat116,AO,40,188318,0.00021240667381769134,100
cat116,LR,40,188318,0.00021240667381769134,100
cat116,IM,41,188318,0.00021771684066313363,100
cat113,BA,42,188318,0.00022302700750857592,100
cat104,B,43,188318,0.0002283371743540182,100
cat109,BD,43,188318,0.0002283371743540182,100
cat109,CC,43,188318,0.0002283371743540182,100
cat114,Q,43,188318,0.0002283371743540182,100
cat116,DA,43,188318,0.0002283371743540182,100
cat116,MU,43,188318,0.0002283371743540182,100
cat22,B,43,188318,0.0002283371743540182,100
cat103,J,45,188318,0.00023895750804490276,100
cat62,B,45,188318,0.00023895750804490276,100
cat116,IN,46,188318,0.00024426767489034505,100
cat64,B,47,188318,0.0002495778417357873,100
cat110,AW,48,188318,0.00025488800858122963,100
cat116,LT,48,188318,0.00025488800858122963,100
cat109,X,49,188318,0.0002601981754266719,100
cat77,A,49,188318,0.0002601981754266719,100
cat109,AJ,50,188318,0.0002655083422721142,100
cat116,CM,51,188318,0.00027081850911755647,100
cat116,DL,51,188318,0.00027081850911755647,100
cat109,A,52,188318,0.00027612867596299873,100
cat109,AE,52,188318,0.00027612867596299873,100
cat109,AM,52,188318,0.00027612867596299873,100
cat110,BR,52,188318,0.00027612867596299873,100
cat110,D,52,188318,0.00027612867596299873,100
cat99,M,52,188318,0.00027612867596299873,100
cat113,BB,53,188318,0.00028143884280844105,100
cat109,AX,54,188318,0.0002867490096538833,100
cat116,DT,54,188318,0.0002867490096538833,100
cat116,FA,54,188318,0.0002867490096538833,100
cat109,AH,55,188318,0.00029205917649932563,100
cat116,GV,55,188318,0.00029205917649932563,100
cat110,AB,56,188318,0.0002973693433447679,100
cat115,T,56,188318,0.0002973693433447679,100
cat109,AQ,57,188318,0.00030267951019021015,100
cat109,O,58,188318,0.00030798967703565247,100
cat109,T,59,188318,0.00031329984388109473,100
cat116,KN,59,188318,0.00031329984388109473,100
cat109,BX,61,188318,0.0003239201775719793,100
cat110,BA,61,188318,0.0003239201775719793,100
cat110,DI,62,188318,0.0003292303444174216,100
cat116,EF,62,188318,0.0003292303444174216,100
cat92,C,62,188318,0.0003292303444174216,100
cat105,N,64,188318,0.00033985067810830615,100
cat106,O,66,188318,0.00035047101179919073,100
cat109,CA,66,188318,0.00035047101179919073,100
cat109,Q,66,188318,0.00035047101179919073,100
cat110,X,66,188318,0.00035047101179919073,100
cat116,EG,66,188318,0.00035047101179919073,100
cat104,A,68,188318,0.0003610913454900753,100
cat110,CN,70,188318,0.0003717116791809599,100
cat116,GM,70,188318,0.0003717116791809599,100
cat116,GR,70,188318,0.0003717116791809599,100
cat90,D,70,188318,0.0003717116791809599,100
cat110,CV,72,188318,0.0003823320128718444,100
cat109,H,73,188318,0.00038764217971728673,100
cat116,DX,73,188318,0.00038764217971728673,100
cat109,AW,74,188318,0.000392952346562729,100
cat106,A,75,188318,0.00039826251340817126,100
cat107,A,75,188318,0.00039826251340817126,100
cat115,A,75,188318,0.00039826251340817126,100
cat105,A,77,188318,0.00040888284709905584,100
cat116,E,77,188318,0.00040888284709905584,100
cat116,EH,77,188318,0.00040888284709905584,100
cat116,HR,77,188318,0.00040888284709905584,100
cat116,MP,77,188318,0.00040888284709905584,100
cat109,U,78,188318,0.00041419301394449815,100
cat116,IY,79,188318,0.0004195031807899404,100
cat63,B,79,188318,0.0004195031807899404,100
cat116,ES,80,188318,0.0004248133476353827,100
cat116,MA,81,188318,0.000430123514480825,100
cat88,E,83,188318,0.0004407438481717096,100
cat116,EN,84,188318,0.00044605401501715184,100
cat116,GW,84,188318,0.00044605401501715184,100
cat116,AC,85,188318,0.0004513641818625941,100
cat104,P,86,188318,0.0004566743487080364,100
cat116,CF,87,188318,0.0004619845155534787,100
cat109,L,89,188318,0.00047260484924436326,100
cat116,JL,89,188318,0.00047260484924436326,100
cat110,AR,90,188318,0.0004779150160898055,100
cat111,Q,91,188318,0.00048322518293524784,100
cat94,E,91,188318,0.00048322518293524784,100
cat99,H,93,188318,0.0004938455166261324,100
cat109,I,94,188318,0.0004991556834715746,100
cat116,KT,94,188318,0.0004991556834715746,100
cat116,IU,96,188318,0.0005097760171624593,100
cat116,MI,96,188318,0.0005097760171624593,100
cat116,JU,97,188318,0.0005150861840079016,100
cat91,F,97,188318,0.0005150861840079016,100
